-0.9999999999386626 1.1075861455500616e-05  0.0
-0.9999999995250357 3.082090947151019e-05  0.0
-0.9999999416861118 -0.0003415080864253823  0.0
0.999954918873095 0.009495273640191891  0.0
0.999377013852585 0.03529283472732141  0.0
0.9997089243976716 0.024126053959375483  0.0
0.9999989638626523 0.0014395393783254741  0.0
-0.9999999930563435 -0.00011784444403899872  0.0
-0.9999999999859099 5.308511147079168e-06  0.0
-0.999999950953943 -0.000313196601991452  0.0
0.9999889697062239 0.0046968570219444545  0.0
0.9994959663989876 0.03174607301941011  0.0
0.9994959663992882 0.031746073009945884  0.0
0.9999889697062241 0.004696857021942255  0.0
-0.999999950953943 -0.00031319660199093693  0.0
-0.9999999999859099 5.308511147146824e-06  0.0
-0.9999999930563435 -0.00011784444403845934  0.0
0.9999989638626523 0.001439539378316884  0.0
0.9997089243976687 0.024126053959497643  0.0
0.9993770138500793 0.0352928347982801  0.0
0.999954918873095 0.00949527364019643  0.0
-0.9999999416861118 -0.0003415080864247689  0.0
-0.9999999995250357 3.0820909471443434e-05  0.0
-0.9999999999386626 1.1075861455556059e-05  0.0
-0.9999999811162709 0.00019433851415677882  0.0
0.9998709982136981 0.01606197158331116  0.0
0.999350471177218 0.03603658915425123  0.0
0.999350471177218 0.03603658915425123  0.0
0.9998709982136976 0.016061971583334358  0.0
-0.9999999811162709 0.00019433851415490426  0.0
-0.9999999999386626 1.1075861455500616e-05  0.0
-0.9999999995250357 3.082090947151019e-05  0.0
-0.9999999416861118 -0.0003415080864253823  0.0
0.999954918873095 0.009495273640191891  0.0
0.999377013852585 0.03529283472732141  0.0
0.9997089243976716 0.024126053959375483  0.0
0.9999989638626523 0.0014395393783254741  0.0
-0.9999999930563435 -0.00011784444403899872  0.0
-0.9999999999859099 5.308511147079168e-06  0.0
-0.999999950953943 -0.000313196601991452  0.0
0.9999889697062239 0.0046968570219444545  0.0
0.9994959663989876 0.03174607301941011  0.0
0.9994959663992882 0.031746073009945884  0.0
0.9999889697062241 0.004696857021942255  0.0
-0.999999950953943 -0.00031319660199093693  0.0
-0.9999999999859099 5.308511147146824e-06  0.0
-0.9999999930563435 -0.00011784444403845934  0.0
0.9999989638626523 0.001439539378316884  0.0
0.9997089243976687 0.024126053959497643  0.0
0.9993770138500793 0.0352928347982801  0.0
0.999954918873095 0.00949527364019643  0.0
-0.9999999416861118 -0.0003415080864247689  0.0
-0.9999999995250357 3.0820909471443434e-05  0.0
-0.9999999999386626 1.1075861455556059e-05  0.0
-0.9999999811162709 0.00019433851415677882  0.0
0.9998709982136981 0.01606197158331116  0.0
0.999350471177218 0.03603658915425123  0.0
0.999350471177218 0.03603658915425123  0.0
0.9998709982136976 0.016061971583334358  0.0
-0.9999999811162709 0.00019433851415490426  0.0
-0.9999999999386626 1.1075861455500616e-05  0.0
-0.9999999995250357 3.082090947151019e-05  0.0
-0.9999999416861118 -0.0003415080864253823  0.0
0.999954918873095 0.009495273640191891  0.0
0.999377013852585 0.03529283472732141  0.0
0.9997089243976716 0.024126053959375483  0.0
0.9999989638626523 0.0014395393783254741  0.0
-0.9999999930563435 -0.00011784444403899872  0.0
-0.9999999999859099 5.308511147079168e-06  0.0
-0.999999950953943 -0.000313196601991452  0.0
0.9999889697062239 0.0046968570219444545  0.0
0.9994959663989876 0.03174607301941011  0.0
0.9994959663992882 0.031746073009945884  0.0
0.9999889697062241 0.004696857021942255  0.0
-0.999999950953943 -0.00031319660199093693  0.0
-0.9999999999859099 5.308511147146824e-06  0.0
-0.9999999930563435 -0.00011784444403845934  0.0
0.9999989638626523 0.001439539378316884  0.0
0.9997089243976687 0.024126053959497643  0.0
0.9993770138500793 0.0352928347982801  0.0
0.999954918873095 0.00949527364019643  0.0
-0.9999999416861118 -0.0003415080864247689  0.0
-0.9999999995250357 3.0820909471443434e-05  0.0
-0.9999999999386626 1.1075861455556059e-05  0.0
-0.9999999811162709 0.00019433851415677882  0.0
0.9998709982136981 0.01606197158331116  0.0
0.999350471177218 0.03603658915425123  0.0
0.999350471177218 0.03603658915425123  0.0
0.9998709982136976 0.016061971583334358  0.0
-0.9999999811162709 0.00019433851415490426  0.0
-0.9999999999386626 1.1075861455500616e-05  0.0
-0.9999999995250357 3.082090947151019e-05  0.0
-0.9999999416861118 -0.0003415080864253823  0.0
0.999954918873095 0.009495273640191891  0.0
0.999377013852585 0.03529283472732141  0.0
0.9997089243976716 0.024126053959375483  0.0
0.9999989638626523 0.0014395393783254741  0.0
-0.9999999930563435 -0.00011784444403899872  0.0
-0.9999999999859099 5.308511147079168e-06  0.0
-0.999999950953943 -0.000313196601991452  0.0
0.9999889697062239 0.0046968570219444545  0.0
0.9994959663989876 0.03174607301941011  0.0
0.9994959663992882 0.031746073009945884  0.0
0.9999889697062241 0.004696857021942255  0.0
-0.999999950953943 -0.00031319660199093693  0.0
-0.9999999999859099 5.308511147146824e-06  0.0
-0.9999999930563435 -0.00011784444403845934  0.0
0.9999989638626523 0.001439539378316884  0.0
0.9997089243976687 0.024126053959497643  0.0
0.9993770138500793 0.0352928347982801  0.0
0.999954918873095 0.00949527364019643  0.0
-0.9999999416861118 -0.0003415080864247689  0.0
-0.9999999995250357 3.0820909471443434e-05  0.0
-0.9999999999386626 1.1075861455556059e-05  0.0
-0.9999999811162709 0.00019433851415677882  0.0
0.9998709982136981 0.01606197158331116  0.0
0.999350471177218 0.03603658915425123  0.0
0.999350471177218 0.03603658915425123  0.0
0.9998709982136976 0.016061971583334358  0.0
-0.9999999811162709 0.00019433851415490426  0.0
-0.9999999999386626 1.1075861455500616e-05  0.0
-0.9999999995250357 3.082090947151019e-05  0.0
-0.9999999416861118 -0.0003415080864253823  0.0
0.999954918873095 0.009495273640191891  0.0
0.999377013852585 0.03529283472732141  0.0
0.9997089243976716 0.024126053959375483  0.0
0.9999989638626523 0.0014395393783254741  0.0
-0.9999999930563435 -0.00011784444403899872  0.0
-0.9999999999859099 5.308511147079168e-06  0.0
-0.999999950953943 -0.000313196601991452  0.0
0.9999889697062239 0.0046968570219444545  0.0
0.9994959663989876 0.03174607301941011  0.0
0.9994959663992882 0.031746073009945884  0.0
0.9999889697062241 0.004696857021942255  0.0
-0.999999950953943 -0.00031319660199093693  0.0
-0.9999999999859099 5.308511147146824e-06  0.0
-0.9999999930563435 -0.00011784444403845934  0.0
0.9999989638626523 0.001439539378316884  0.0
0.9997089243976687 0.024126053959497643  0.0
0.9993770138500793 0.0352928347982801  0.0
0.999954918873095 0.00949527364019643  0.0
-0.9999999416861118 -0.0003415080864247689  0.0
-0.9999999995250357 3.0820909471443434e-05  0.0
-0.9999999999386626 1.1075861455556059e-05  0.0
-0.9999999811162709 0.00019433851415677882  0.0
0.9998709982136981 0.01606197158331116  0.0
0.999350471177218 0.03603658915425123  0.0
0.999350471177218 0.03603658915425123  0.0
0.9998709982136976 0.016061971583334358  0.0
-0.9999999811162709 0.00019433851415490426  0.0
-0.9999999999386626 1.1075861455500616e-05  0.0
-0.9999999995250357 3.082090947151019e-05  0.0
-0.9999999416861118 -0.0003415080864253823  0.0
0.999954918873095 0.009495273640191891  0.0
0.999377013852585 0.03529283472732141  0.0
0.9997089243976716 0.024126053959375483  0.0
0.9999989638626523 0.0014395393783254741  0.0
-0.9999999930563435 -0.00011784444403899872  0.0
-0.9999999999859099 5.308511147079168e-06  0.0
-0.999999950953943 -0.000313196601991452  0.0
0.9999889697062239 0.0046968570219444545  0.0
0.9994959663989876 0.03174607301941011  0.0
0.9994959663992882 0.031746073009945884  0.0
0.9999889697062241 0.004696857021942255  0.0
-0.999999950953943 -0.00031319660199093693  0.0
-0.9999999999859099 5.308511147146824e-06  0.0
-0.9999999930563435 -0.00011784444403845934  0.0
0.9999989638626523 0.001439539378316884  0.0
0.9997089243976687 0.024126053959497643  0.0
0.9993770138500793 0.0352928347982801  0.0
0.999954918873095 0.00949527364019643  0.0
-0.9999999416861118 -0.0003415080864247689  0.0
-0.9999999995250357 3.0820909471443434e-05  0.0
-0.9999999999386626 1.1075861455556059e-05  0.0
-0.9999999811162709 0.00019433851415677882  0.0
0.9998709982136981 0.01606197158331116  0.0
0.999350471177218 0.03603658915425123  0.0
0.999350471177218 0.03603658915425123  0.0
0.9998709982136976 0.016061971583334358  0.0
-0.9999999811162709 0.00019433851415490426  0.0
-0.9999999999386626 1.1075861455500616e-05  0.0
-0.9999999995250357 3.082090947151019e-05  0.0
-0.9999999416861118 -0.0003415080864253823  0.0
0.999954918873095 0.009495273640191891  0.0
0.999377013852585 0.03529283472732141  0.0
0.9997089243976716 0.024126053959375483  0.0
0.9999989638626523 0.0014395393783254741  0.0
-0.9999999930563435 -0.00011784444403899872  0.0
-0.9999999999859099 5.308511147079168e-06  0.0
-0.999999950953943 -0.000313196601991452  0.0
0.9999889697062239 0.0046968570219444545  0.0
0.9994959663989876 0.03174607301941011  0.0
0.9994959663992882 0.031746073009945884  0.0
0.9999889697062241 0.004696857021942255  0.0
-0.999999950953943 -0.00031319660199093693  0.0
-0.9999999999859099 5.308511147146824e-06  0.0
-0.9999999930563435 -0.00011784444403845934  0.0
0.9999989638626523 0.001439539378316884  0.0
0.9997089243976687 0.024126053959497643  0.0
0.9993770138500793 0.0352928347982801  0.0
0.999954918873095 0.00949527364019643  0.0
-0.9999999416861118 -0.0003415080864247689  0.0
-0.9999999995250357 3.0820909471443434e-05  0.0
-0.9999999999386626 1.1075861455556059e-05  0.0
-0.9999999811162709 0.00019433851415677882  0.0
0.9998709982136981 0.01606197158331116  0.0
0.999350471177218 0.03603658915425123  0.0
0.999350471177218 0.03603658915425123  0.0
0.9998709982136976 0.016061971583334358  0.0
-0.9999999811162709 0.00019433851415490426  0.0
-0.9999999999386626 1.1075861455500616e-05  0.0
-0.9999999995250357 3.082090947151019e-05  0.0
-0.9999999416861118 -0.0003415080864253823  0.0
0.999954918873095 0.009495273640191891  0.0
0.999377013852585 0.03529283472732141  0.0
0.9997089243976716 0.024126053959375483  0.0
0.9999989638626523 0.0014395393783254741  0.0
-0.9999999930563435 -0.00011784444403899872  0.0
-0.9999999999859099 5.308511147079168e-06  0.0
-0.999999950953943 -0.000313196601991452  0.0
0.9999889697062239 0.0046968570219444545  0.0
0.9994959663989876 0.03174607301941011  0.0
0.9994959663992882 0.031746073009945884  0.0
0.9999889697062241 0.004696857021942255  0.0
-0.999999950953943 -0.00031319660199093693  0.0
-0.9999999999859099 5.308511147146824e-06  0.0
-0.9999999930563435 -0.00011784444403845934  0.0
0.9999989638626523 0.001439539378316884  0.0
0.9997089243976687 0.024126053959497643  0.0
0.9993770138500793 0.0352928347982801  0.0
0.999954918873095 0.00949527364019643  0.0
-0.9999999416861118 -0.0003415080864247689  0.0
-0.9999999995250357 3.0820909471443434e-05  0.0
-0.9999999999386626 1.1075861455556059e-05  0.0
-0.9999999811162709 0.00019433851415677882  0.0
0.9998709982136981 0.01606197158331116  0.0
0.999350471177218 0.03603658915425123  0.0
0.999350471177218 0.03603658915425123  0.0
0.9998709982136976 0.016061971583334358  0.0
-0.9999999811162709 0.00019433851415490426  0.0
-0.9999999999386626 1.1075861455500616e-05  0.0
-0.9999999995250357 3.082090947151019e-05  0.0
-0.9999999416861118 -0.0003415080864253823  0.0
0.999954918873095 0.009495273640191891  0.0
0.999377013852585 0.03529283472732141  0.0
0.9997089243976716 0.024126053959375483  0.0
0.9999989638626523 0.0014395393783254741  0.0
-0.9999999930563435 -0.00011784444403899872  0.0
-0.9999999999859099 5.308511147079168e-06  0.0
-0.999999950953943 -0.000313196601991452  0.0
0.9999889697062239 0.0046968570219444545  0.0
0.9994959663989876 0.03174607301941011  0.0
0.9994959663992882 0.031746073009945884  0.0
0.9999889697062241 0.004696857021942255  0.0
-0.999999950953943 -0.00031319660199093693  0.0
-0.9999999999859099 5.308511147146824e-06  0.0
-0.9999999930563435 -0.00011784444403845934  0.0
0.9999989638626523 0.001439539378316884  0.0
0.9997089243976687 0.024126053959497643  0.0
0.9993770138500793 0.0352928347982801  0.0
0.999954918873095 0.00949527364019643  0.0
-0.9999999416861118 -0.0003415080864247689  0.0
-0.9999999995250357 3.0820909471443434e-05  0.0
-0.9999999999386626 1.1075861455556059e-05  0.0
-0.9999999811162709 0.00019433851415677882  0.0
0.9998709982136981 0.01606197158331116  0.0
0.999350471177218 0.03603658915425123  0.0
0.99999863637429 0.0016514386336198784  0.0
0.9999990734217751 0.001361306575034321  0.0
0.9999997592802803 0.0006938583295417349  0.0
0.9999999929590351 0.00011866730731001223  0.0
0.9999999990580171 4.340467709440114e-05  0.0
0.9999998639569162 0.000521618777551999  0.0
0.99999926325359 0.0012138749017803817  0.0
0.9999986679353878 0.0016322155034769476  0.0
0.999998899291861 0.0014837166395079322  0.0
0.9999996196431552 0.0008721889388255305  0.0
0.9999999742151576 0.00022708959460748506  0.0
0.9999999999881846 4.861143931793371e-06  0.0
0.9999999339153308 0.00036355100618565067  0.0
0.9999994505684723 0.0010482665469789825  0.0
0.9999987590035346 0.0015754337151649925  0.0
0.9999987590035346 0.0015754337151649928  0.0
0.9999994505684723 0.0010482665469778024  0.0
0.9999999339153308 0.00036355100618564877  0.0
0.9999999999881846 4.8611439317982415e-06  0.0
0.9999999742151576 0.0002270895946071856  0.0
0.9999996196431552 0.0008721889388243244  0.0
0.999998899291861 0.0014837166395079322  0.0
0.9999986679353878 0.0016322155034757626  0.0
0.99999926325359 0.001213874901780382  0.0
0.9999998639569162 0.0005216187775519996  0.0
0.9999999990580171 4.340467709440117e-05  0.0
0.9999999929590351 0.00011866730731001457  0.0
0.9999997592802803 0.0006938583295417357  0.0
0.9999990734217751 0.0013613065750355145  0.0
0.99999863637429 0.0016514386336198784  0.0
